Date,Model,Player,Exact Prediction,Betting Line,Standard Deviation Estimate (RMSE),Probability Over Line,Probability Under Line,Implied Probability Over (from odds),Implied Probability Under (from odds),Edge Over,Edge Under,Result
2024-11-12,CONSENSUS PICK,Al Horford,5.870175340598167,6.5,2.837876382540085,41.22%,58.78%,49.26%,57.08%,-0.0804286729488094,0.0170023848666089,
2024-11-12,CONSENSUS PICK,Jaylen Brown,5.89974234793436,6.5,2.837876382540085,41.62%,58.38%,46.95%,59.51%,-0.0532414350921639,-0.0113838333878116,
2024-11-12,CONSENSUS PICK,Jayson Tatum,6.949345527499709,8.5,2.837876382540085,29.24%,70.76%,50.00%,56.52%,-0.2076091950537998,0.142391803749452,
2024-11-12,CONSENSUS PICK,Jalen Johnson,8.066618815275325,9.5,2.837876382540085,30.67%,69.33%,47.17%,59.18%,-0.1649500784625199,0.1014152305610952,
2024-11-12,CONSENSUS PICK,Clint Capela,10.46246165499972,8.5,2.837876382540085,75.54%,24.46%,43.86%,62.55%,0.3167855812956772,-0.3808502373177548,
2024-11-12,CONSENSUS PICK,Derrick White,4.197042977800251,4.5,2.837876382540085,45.75%,54.25%,55.16%,51.22%,-0.09407776679769,0.0303131381200131,
2024-11-12,CONSENSUS PICK,Jrue Holiday,5.26485287855824,4.5,2.837876382540085,60.62%,39.38%,56.14%,50.25%,0.0448301467247954,-0.10872121768578,
2024-11-12,CONSENSUS PICK,Dyson Daniels,4.346820915150223,4.5,2.837876382540085,47.85%,52.15%,60.63%,45.66%,-0.1278223321945597,0.0649021150299244,
2024-11-12,CONSENSUS PICK,LaMelo Ball,4.584066948766697,5.5,2.837876382540085,37.34%,62.66%,45.87%,60.63%,-0.0852744326264907,0.0202596236977902,
2024-11-12,CONSENSUS PICK,Franz Wagner,5.613163505345921,5.5,2.837876382540085,51.59%,48.41%,56.90%,49.50%,-0.053061461092743,-0.0109535610991313,
2024-11-12,CONSENSUS PICK,Jalen Suggs,3.0888804810413624,4.5,2.837876382540085,30.95%,69.05%,57.45%,49.02%,-0.2649598991693338,0.2002957356315782,
2024-11-12,CONSENSUS PICK,Brandon Miller,4.48903385168894,4.5,2.837876382540085,49.85%,50.15%,59.51%,46.73%,-0.0966832930386049,0.0342518730075784,
2024-11-12,CONSENSUS PICK,Goga Bitadze,6.529655863430551,9.5,2.837876382540085,14.76%,85.24%,47.85%,58.51%,-0.3308449532276562,0.2673138130422247,
